measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3653.9688,259.1487,3004.0625,3884.0625,3015.0305,247354
microtubule,2,3,3514.9844,389.1467,2767.0625,3884.0625,2906.6081,238459
microtubule,3,3,3345.5156,327.8588,2608.0625,3884.0625,2774.4048,227613
microtubule,1,4,13.625,9.2603,-8.6406,49.3594,89.1391,7313
microtubule,2,4,18.6562,10.4921,0.3594,43.3594,93.064,7635
microtubule,3,4,22.7812,14.1856,-2.6406,66.3594,96.282,7899
microtubule,1,2,3881.5156,0,3881.5156,3881.5156,3194.5276,262080
microtubule,2,2,3881.5156,0,3881.5156,3881.5156,3194.5276,262080
microtubule,3,2,3881.5156,0,3881.5156,3881.5156,3194.5276,262080
cytoplasm,1,3,3884.0625,0,3884.0625,3884.0625,3194.5276,262080
cytoplasm,2,3,3884.0625,0,3884.0625,3884.0625,3194.5276,262080
cytoplasm,3,3,3884.0625,0,3884.0625,3884.0625,3194.5276,262080
cytoplasm,1,4,15.8906,10.7688,-3.6406,46.3594,90.9065,7458
cytoplasm,2,4,3.875,6.4019,-10.6406,25.3594,81.5331,6689
cytoplasm,3,4,33.2969,26.5951,1.3594,115.3594,104.4852,8572
cytoplasm,1,2,3881.5156,0,3881.5156,3881.5156,3194.5276,262080
cytoplasm,2,2,3881.5156,0,3881.5156,3881.5156,3194.5276,262080
cytoplasm,3,2,3881.5156,0,3881.5156,3881.5156,3194.5276,262080
