measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3307.0469,704.7098,1598.0469,3991.0469,2660.9362,218304
microtubule,2,3,3401.3594,631.9073,2147.0469,3991.0469,2734.5098,224340
microtubule,3,3,3256.4219,291.5196,2104.0469,3743.0469,2621.4434,215064
microtubule,1,4,48.5,21.8789,6.8906,119.8906,115.9308,9511
microtubule,2,4,59.8125,45.2388,1.8906,160.8906,124.7558,10235
microtubule,3,4,36.4531,43.8232,-0.1094,223.8906,106.533,8740
microtubule,1,2,1981.4062,106.18,1780.75,2259.75,1636.3909,134250
microtubule,2,2,2026.2812,178.3316,1511.75,2336.75,1671.3981,137122
microtubule,3,2,2352.9375,120.1686,2162.75,2696.75,1926.2241,158028
cytoplasm,1,3,830.9844,73.0279,701.0469,1067.0469,729.3489,59836
cytoplasm,2,3,1521.2969,91.3523,1332.0469,1755.0469,1267.8647,104016
cytoplasm,3,3,1225.8281,79.8006,1073.0469,1471.0469,1037.3682,85106
cytoplasm,1,4,5.1406,6.1231,-7.1094,27.8906,82.106,6736
cytoplasm,2,4,11.9531,7.9839,-2.1094,33.8906,87.4205,7172
cytoplasm,3,4,8.375,10.2524,-8.1094,43.8906,84.6291,6943
cytoplasm,1,2,818.6875,73.0279,688.75,1054.75,729.3489,59836
cytoplasm,2,2,1509,91.3523,1319.75,1742.75,1267.8647,104016
cytoplasm,3,2,1213.5312,79.8006,1060.75,1458.75,1037.3682,85106
