measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2948.9062,355.8531,2006.8281,3641.8281,2403.5627,197189
microtubule,2,3,1898.4375,166.3715,1551.8281,2222.8281,1584.0874,129959
microtubule,3,3,898.0938,290.2316,392.8281,1411.8281,803.7148,65937
microtubule,1,4,38.875,24.3289,6.9688,101.9688,108.3614,8890
microtubule,2,4,44.0938,25.7999,7.9688,122.9688,112.4325,9224
microtubule,3,4,9.7344,10.9032,-6.0312,69.9688,85.6286,7025
microtubule,1,2,780.25,161.3941,538.1094,1110.1094,734.9681,60297
microtubule,2,2,605.0469,81.3721,506.1094,830.1094,598.2913,49084
microtubule,3,2,605.8125,129.1632,318.1094,837.1094,598.8886,49133
cytoplasm,1,3,445.875,35.2215,345.8281,525.8281,450.9369,36995
cytoplasm,2,3,311.2656,38.9822,222.8281,434.8281,345.9276,28380
cytoplasm,3,3,375.9688,47.1811,227.8281,468.8281,396.4027,32521
cytoplasm,1,4,11.0156,11.5283,-4.0312,45.9688,86.6282,7107
cytoplasm,2,4,10.3125,13.4651,-3.0312,62.9688,86.0796,7062
cytoplasm,3,4,11.7188,12.0211,-3.0312,57.9688,87.1767,7152
cytoplasm,1,2,416.1562,35.2215,316.1094,496.1094,450.9369,36995
cytoplasm,2,2,281.5469,38.9822,193.1094,405.1094,345.9276,28380
cytoplasm,3,2,346.25,47.1811,198.1094,439.1094,396.4027,32521
