measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2620.0938,542.9703,1496.8594,3525.8594,2125.1873,174351
microtubule,2,3,1943.875,291.8089,1355.8594,2596.8594,1597.666,131073
microtubule,3,3,1583.8906,250.5037,935.8594,2181.8594,1316.8406,108034
microtubule,1,4,8.4531,7.81,-9.1875,30.8125,84.751,6953
microtubule,2,4,9.6875,8.2529,-3.1875,38.8125,85.714,7032
microtubule,3,4,8.7656,7.6831,-6.1875,30.8125,84.9948,6973
microtubule,1,2,473.5,65.7246,312.4531,616.4531,455.6176,37379
microtubule,2,2,467.2344,51.3839,361.4531,586.4531,450.7297,36978
microtubule,3,2,391.6094,61.9199,265.4531,555.4531,391.7343,32138
cytoplasm,1,3,314.5312,41.2245,242.8594,456.8594,326.6078,26795
cytoplasm,2,3,316.7031,40.7467,250.8594,437.8594,328.3021,26934
cytoplasm,3,3,270.9531,39.6716,191.8594,355.8594,292.6123,24006
cytoplasm,1,4,34.1562,22.9328,1.8125,109.8125,104.8022,8598
cytoplasm,2,4,9.5469,8.8824,-2.1875,46.8125,85.6043,7023
cytoplasm,3,4,20.125,11.7823,-3.1875,49.8125,93.8563,7700
cytoplasm,1,2,308.125,41.2245,236.4531,450.4531,326.6078,26795
cytoplasm,2,2,310.2969,40.7467,244.4531,431.4531,328.3021,26934
cytoplasm,3,2,264.5469,39.6716,185.4531,349.4531,292.6123,24006
