measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2288.0938,525.8322,1384.2031,3156.2031,1869.0449,153337
microtubule,2,3,2038.9531,340.0011,1318.2031,2641.2031,1674.6892,137392
microtubule,3,3,1443.9844,312.8492,837.2031,1979.2031,1210.5514,99314
microtubule,1,4,31.2969,19.8114,0.5156,95.5156,102.023,8370
microtubule,2,4,16.0938,16.6969,-1.4844,85.5156,90.163,7397
microtubule,3,4,22.2031,16.475,-3.4844,80.5156,94.929,7788
microtubule,1,2,3947.25,0,3947.25,3947.25,3194.5276,262080
microtubule,2,2,3947.25,0,3947.25,3947.25,3194.5276,262080
microtubule,3,2,3826.625,127.5535,3472.25,3947.25,3100.4275,254360
cytoplasm,1,3,3987.2031,0,3987.2031,3987.2031,3194.5276,262080
cytoplasm,2,3,3694.6406,142.7164,3261.2031,3987.2031,2966.2983,243356
cytoplasm,3,3,3672.5625,171.7788,3381.2031,3987.2031,2949.0751,241943
cytoplasm,1,4,21.3125,17.2242,-1.4844,78.5156,94.2342,7731
cytoplasm,2,4,9.1094,8.7064,-6.4844,40.5156,84.7145,6950
cytoplasm,3,4,7.2812,6.3963,-6.4844,31.5156,83.2883,6833
cytoplasm,1,2,3947.25,0,3947.25,3947.25,3194.5276,262080
cytoplasm,2,2,3654.6875,142.7164,3221.25,3947.25,2966.2983,243356
cytoplasm,3,2,3632.6094,171.7788,3341.25,3947.25,2949.0751,241943
