measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1957.8125,179.9054,1461.7031,2462.7031,1607.8805,131911
microtubule,2,3,1819.7188,251.1056,1365.7031,2228.7031,1500.153,123073
microtubule,3,3,2127.5,386.631,1391.7031,2896.7031,1740.2545,142771
microtubule,1,4,260.875,339.5295,2.7812,1182.7812,281.6908,23110
microtubule,2,4,8.7188,5.8006,-3.2188,25.7812,84.9826,6972
microtubule,3,4,21.7812,20.5905,1.7812,92.7812,95.1727,7808
microtubule,1,2,3917.5938,0,3917.5938,3917.5938,3194.5276,262080
microtubule,2,2,3917.5938,0,3917.5938,3917.5938,3194.5276,262080
microtubule,3,2,3917.5938,0,3917.5938,3917.5938,3194.5276,262080
cytoplasm,1,3,3991.7031,0,3991.7031,3991.7031,3194.5276,262080
cytoplasm,2,3,3991.7031,0,3991.7031,3991.7031,3194.5276,262080
cytoplasm,3,3,3991.7031,0,3991.7031,3991.7031,3194.5276,262080
cytoplasm,1,4,7.5938,6.3543,-9.2188,23.7812,84.105,6900
cytoplasm,2,4,19.3906,12.725,-0.2188,51.7812,93.3078,7655
cytoplasm,3,4,22.75,19.7596,-3.2188,75.7812,95.9285,7870
cytoplasm,1,2,3917.5938,0,3917.5938,3917.5938,3194.5276,262080
cytoplasm,2,2,3917.5938,0,3917.5938,3917.5938,3194.5276,262080
cytoplasm,3,2,3917.5938,0,3917.5938,3917.5938,3194.5276,262080
