 ,Area,Mean,StdDev,Min,Max,Major,Minor,Angle,IntDen,RawIntDen
1,4760,99.312,20.318,43,145,191.824,31.595,0,472725,472725
2,4760,142.096,4.237,117,194,191.824,31.595,0,676376,676376
3,4760,38.909,17.54,22,107,191.824,31.595,0,185208,185208
4,4760,138.739,4.21,116,155,191.824,31.595,0,660400,660400
5,4760,75.336,19.379,42,133,191.824,31.595,0,358598,358598
6,4760,137.549,3.806,115,174,191.824,31.595,0,654731,654731
7,4760,141.586,3.858,113,168,191.824,31.595,0,682892,682892
8,4760,142.393,3.848,110,174,191.824,31.595,0,677791,677791
