 ,Area,Mean,StdDev,Min,Max,Major,Minor,Angle,IntDen,RawIntDen
1,16564,169.481,3.56,62,183,227.933,92.527,0,2812168,2812168
2,16564,169.789,3.212,143,181,227.933,92.527,0,2807281,2807281
3,16564,167.411,4.734,139,183,227.933,92.527,0,2772993,2772993
4,16564,170.974,3.151,140,186,227.933,92.527,0,2832017,2832017
5,16564,156.334,12.57,108,180,227.933,92.527,0,2589522,2589522
6,16564,169.405,3.284,127,180,227.933,92.527,0,2806026,2806026
7,16564,23.808,7.786,18,112,227.933,92.527,0,394352,394352
8,16564,169.168,3.591,135,182,227.933,92.527,0,2802105,2802105
