 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,1.638,11.133,165,100,76996,466.642,119.570,439,318,788,159.897,154.497,7.527,0.699,0.170,0.685,159.927,154.514,7.546,157,152,4,7,6,8
2,0.149,2.276,15,14,5117,341.133,17.844,339,318,378,85.933,136.133,9.200,0.287,0.080,0.291,85.930,136.141,9.204,85,135,8,3,3,3
3,0.467,5.272,47,41,17503,372.404,48.517,354,318,496,161.660,91.213,11.617,0.443,0.137,0.459,161.690,91.250,11.626,160,88,10,4,6,5
