 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,0.963,8.464,97,73,38878,400.804,63.125,387.000,318,560,156.134,61.856,7.010,0.579,0.165,0.624,156.117,61.816,7.044,153,59,4,7,7,6
2,1.707,12.906,172,119,75158,436.965,111.868,405.000,317,816,82.802,93.238,8.192,0.723,0.198,0.723,82.836,93.122,8.160,80,90,5,7,9,7
3,0.794,7.548,80,58,31783,397.288,65.759,377.000,318,581,153.200,146.150,7.250,0.544,0.141,0.528,153.166,146.135,7.233,151,144,5,7,5,6
4,1.767,12.377,178,111,89138,500.775,160.480,462.500,318,982,86.051,173.326,9.787,0.754,0.234,0.724,86.055,173.297,9.805,83,170,6,7,7,9
5,0.437,4.875,44,36,18724,425.545,71.981,417.000,317,633,141.955,108.523,12.182,0.471,0.188,0.412,141.938,108.548,12.222,141,107,10,3,4,6
