 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,2.114,14.967,213,143,85647,402.099,68.901,390,317,637,155.178,129.934,11.582,0.786,0.226,0.794,155.128,130.031,11.587,153,123,8,6,13,7
2,1.479,10.872,149,102,63841,428.463,80.757,415,319,652,99.013,121.872,11.664,0.668,0.172,0.703,99.022,121.849,11.659,97,118,9,5,9,7
