 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,0.943,9.605,95,81,34449,362.621,37.148,351,318,452,99.358,112.537,6.505,0.585,0.188,0.550,99.364,112.502,6.507,97,108,4,6,10,6
2,0.625,7.899,63,56,22738,360.921,32.888,356,318,446,155.571,150.667,8.365,0.526,0.189,0.500,155.635,150.671,8.343,151,148,6,8,6,6
