 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,1.122,12.539,113,100,40942,362.319,47.513,346,317,531,130.566,145.053,10.381,0.667,0.246,0.666,130.615,144.921,10.370,126,142,8,11,10,5
2,2.174,17.094,219,155,83892,383.068,58.076,365,317,564,124.941,86.658,13.658,0.760,0.232,0.784,125.000,86.772,13.694,121,81,11,8,12,7
