 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,1.618,11.425,163,107,62802,385.288,47.934,382,317,532,87.859,83.368,11.117,0.652,0.123,0.662,87.855,83.372,11.113,85,80,8,7,8,7
2,1.479,13.062,149,107,58033,389.483,56.405,375,317,591,131.980,109.604,10.980,0.693,0.202,0.667,131.991,109.570,10.961,127,106,8,11,8,7
