 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,0.715,6.493,72,53,146511,2034.875,569.640,2025,1227,3314,179.667,137.444,8.500,0.563,0.194,0.535,179.686,137.526,8.463,178,136,5,5,4,7
2,0.238,2.997,24,22,34275,1428.125,179.017,1328,1222,1828,93.250,116.042,7.250,0.326,0.096,0.318,93.238,116.051,7.273,92,115,6,4,3,4
3,0.258,2.930,26,24,40146,1544.077,252.150,1465,1307,2167,135.038,155.769,9.731,0.347,0.112,0.317,135.052,155.733,9.737,134,155,8,3,3,4
4,2.233,16.363,225,145,407598,1811.547,547.918,1637,1204,3366,128.240,88.947,12.876,0.816,0.271,0.837,128.530,88.810,12.837,123,85,9,11,10,8
5,0.367,3.936,37,31,61305,1656.892,334.048,1597,1253,2592,176.622,128.757,10.378,0.409,0.105,0.431,176.599,128.749,10.412,175,127,9,4,4,4
