 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,1.132,8.468,114,75,203569,1785.693,528.024,1565.500,1201,3115,136.737,148.500,6.561,0.607,0.144,0.589,136.736,148.468,6.550,134,146,4,6,6,6
2,2.958,15.840,298,160,627979,2107.312,807.550,1878.500,1201,4095,150.376,97.255,10.617,0.858,0.202,0.845,150.381,97.172,10.595,148,93,6,6,10,9
3,2.710,14.309,273,151,582197,2132.590,679.001,2012.000,1201,3716,107.220,124.952,14.029,0.820,0.161,0.829,107.234,124.939,14.032,103,122,10,9,7,8
