 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,3.911,18.867,394,196,801340,2033.858,700.145,1830.500,1200,4011,146.764,134.584,7.734,0.919,0.145,0.928,146.927,134.552,7.748,140,131,4,13,8,8
2,4.030,19.406,406,191,960254,2365.158,927.468,2110.000,1209,4095,101.599,103.315,10.897,0.960,0.194,0.940,101.581,103.241,10.899,98,99,6,9,10,10
