 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,2.343,14.438,236,135,491824,2084.000,754.815,1834,1200,4095,146.903,106.496,7.763,0.797,0.185,0.810,146.885,106.418,7.806,143,103,4,8,9,8
2,2.521,14.262,254,134,582455,2293.130,895.698,2066,1202,4095,93.744,136.063,9.323,0.821,0.205,0.792,93.715,136.170,9.293,91,133,5,7,8,9
