 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,3.921,18.642,395,201,931323,2357.780,873.918,2248.000,1201,4095,112.443,92.522,8.504,0.935,0.172,0.922,112.495,92.569,8.502,108,88,5,10,9,8
2,4.050,19.763,408,210,791180,1939.167,547.137,1850.500,1208,3869,158.762,141.936,10.696,0.915,0.144,0.908,158.898,141.995,10.671,154,138,7,11,9,8
