 ,Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
1,3.951,20.084,398,191,878699,2207.786,806.775,2000.500,1200,4095,163.043,88.940,9.271,0.956,0.190,0.983,163.080,88.937,9.272,159,84,5,9,11,9
2,2.392,13.713,241,133,568892,2360.548,946.178,2073.000,1207,4095,97.660,107.714,10.763,0.817,0.219,0.801,97.708,107.675,10.743,95,104,7,6,8,9
