measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1551.2344,415.1811,782.9219,2406.9219,3560.3775,107604
microtubule,2,3,1869.1875,451.0544,1136.9219,2833.9219,4233.6807,127953
microtubule,3,3,1391.2656,474.6807,585.9219,2243.9219,3221.6248,97366
microtubule,1,1,62.5781,21.2385,28.4375,129.4375,383.5866,11593
microtubule,2,1,67.5938,16.4878,26.4375,104.4375,394.2078,11914
microtubule,3,1,90.8594,19.9339,45.4375,130.4375,443.4755,13403
microtubule,1,2,570.4844,168.5853,323.1562,930.1562,1457.616,44053
microtubule,2,2,702.125,140.6049,470.1562,1310.1562,1736.3805,52478
microtubule,3,2,544.1094,153.3913,281.1562,964.1562,1401.7638,42365
cytoplasm,1,3,247.1562,37.1914,156.9219,331.9219,798.8383,24143
cytoplasm,2,3,400.875,63.0639,290.9219,574.9219,1124.3558,33981
cytoplasm,3,3,209.375,56.5685,113.9219,365.9219,718.832,21725
cytoplasm,1,1,77.7344,27.3355,13.4375,150.4375,415.6818,12563
cytoplasm,2,1,91.9062,30.6418,46.4375,166.4375,445.6924,13470
cytoplasm,3,1,123.1875,34.7741,67.4375,220.4375,511.9341,15472
cytoplasm,1,2,159.8281,32.0976,84.1562,244.1562,588.0029,17771
cytoplasm,2,2,186.4062,39.5751,124.1562,298.1562,644.2852,19472
cytoplasm,3,2,147.5938,34.1527,69.1562,213.1562,562.0952,16988
