Original_Name	Blinded_Name
HeLa_control-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_082.tif	blind_0007
HeLa_control-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_083.tif	blind_0066
HeLa_control-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_084.tif	blind_0043
HeLa_control-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_088.tif	blind_0005
HeLa_control-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_089-1.tif	blind_0020
HeLa_control-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_089.tif	blind_0028
HeLa_control-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_090.tif	blind_0029
HeLa_control-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_091.tif	blind_0034
HeLa_control-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_092.tif	blind_0018
HeLa_control-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_093.tif	blind_0073
HeLa_control-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_094.tif	blind_0047
HeLa_control-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_095.tif	blind_0019
HeLa_control-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_096.tif	blind_0032
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_068-1.tif	blind_0054
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_068.tif	blind_0038
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_069-1.tif	blind_0070
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_069-2.tif	blind_0025
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_069.tif	blind_0058
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_070.tif	blind_0086
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_071.tif	blind_0042
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_072.tif	blind_0023
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_075.tif	blind_0040
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_076.tif	blind_0009
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_077.tif	blind_0088
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_078.tif	blind_0051
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_079-1.tif	blind_0031
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_079-2.tif	blind_0065
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_079-3.tif	blind_0013
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_079.tif	blind_0067
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_080-1.tif	blind_0024
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_080.tif	blind_0011
HeLa_control-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_081.tif	blind_0010
HeLa_control-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_059.tif	blind_0045
HeLa_control-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_060.tif	blind_0044
HeLa_control-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_061-1.tif	blind_0090
HeLa_control-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_061.tif	blind_0077
HeLa_control-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_062.tif	blind_0056
HeLa_control-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_063-1.tif	blind_0048
HeLa_control-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_063.tif	blind_0008
HeLa_control-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_064.tif	blind_0039
HeLa_control-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_065.tif	blind_0022
HeLa_control-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_066.tif	blind_0021
HeLa_control-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_067.tif	blind_0002
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_006.tif	blind_0084
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_007.tif	blind_0075
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_008-1.tif	blind_0087
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_008.tif	blind_0061
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_009.tif	blind_0006
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_010-1.tif	blind_0015
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_010.tif	blind_0026
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_011.tif	blind_0003
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_012.tif	blind_0079
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_013.tif	blind_0027
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_014.tif	blind_0035
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_015-1.tif	blind_0074
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_015.tif	blind_0041
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_016.tif	blind_0085
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_017.tif	blind_0060
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_018.tif	blind_0059
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_020.tif	blind_0049
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_021-1.tif	blind_0062
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_021.tif	blind_0046
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_022.tif	blind_0016
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_023.tif	blind_0093
HeLa_rapa-DarkMito_FKBP-GFP-E4_TACC3_568_Tubulin647_024.tif	blind_0092
HeLa_rapa-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_026.tif	blind_0053
HeLa_rapa-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_030.tif	blind_0083
HeLa_rapa-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_031.tif	blind_0076
HeLa_rapa-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_032.tif	blind_0078
HeLa_rapa-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_033.tif	blind_0080
HeLa_rapa-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_034.tif	blind_0069
HeLa_rapa-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_035.tif	blind_0091
HeLa_rapa-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_036.tif	blind_0052
HeLa_rapa-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_038.tif	blind_0072
HeLa_rapa-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_040.tif	blind_0089
HeLa_rapa-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_042-1.tif	blind_0055
HeLa_rapa-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_042-2.tif	blind_0050
HeLa_rapa-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_042.tif	blind_0030
HeLa_rapa-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_043.tif	blind_0063
HeLa_rapa-DarkMito_FKBP-GFP-E7_TACC3_568_Tubulin647_044.tif	blind_0081
HeLa_rapa-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_045.tif	blind_0001
HeLa_rapa-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_047-1.tif	blind_0036
HeLa_rapa-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_047.tif	blind_0014
HeLa_rapa-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_048.tif	blind_0068
HeLa_rapa-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_049.tif	blind_0004
HeLa_rapa-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_050.tif	blind_0012
HeLa_rapa-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_051.tif	blind_0064
HeLa_rapa-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_053.tif	blind_0033
HeLa_rapa-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_054.tif	blind_0017
HeLa_rapa-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_055.tif	blind_0057
HeLa_rapa-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_056.tif	blind_0071
HeLa_rapa-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_057.tif	blind_0082
HeLa_rapa-DarkMito_FKBP-GFP-E8_TACC3_568_Tubulin647_058.tif	blind_0037
