measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1933.7344,313.0388,1129.3594,2589.3594,4344.0284,131288
microtubule,2,3,2075.6094,390.6173,1316.3594,2896.3594,4644.4655,140368
microtubule,3,3,2463.0625,619.613,1299.3594,3977.3594,5464.9432,165165
microtubule,1,1,114.75,23.736,60.7188,158.7188,493.4711,14914
microtubule,2,1,113.9688,33.0026,62.7188,212.7188,491.8168,14864
microtubule,3,1,132.2656,20.4923,92.7188,185.7188,530.5626,16035
microtubule,1,2,599.7188,128.5539,301.3281,846.3281,1493.7478,45145
microtubule,2,2,736.6875,201.0564,396.3281,1307.3281,1783.7953,53911
microtubule,3,2,833.9531,288.6842,403.3281,1444.3281,1989.7667,60136
cytoplasm,1,3,297.9219,53.8596,198.3594,481.3594,880.0026,26596
cytoplasm,2,3,260.9062,60.3708,156.3594,390.3594,801.6176,24227
cytoplasm,3,3,474.9531,80.9857,305.3594,718.3594,1254.8871,37926
cytoplasm,1,1,163.375,27.3752,107.7188,223.7188,596.4403,18026
cytoplasm,2,1,175.0781,35.3833,55.7188,260.7188,621.2231,18775
cytoplasm,3,1,163.9688,28.0255,110.7188,242.7188,597.6977,18064
cytoplasm,1,2,281.3281,50.2091,169.3281,396.3281,819.5181,24768
cytoplasm,2,2,261.5625,46.394,151.3281,371.3281,777.6621,23503
cytoplasm,3,2,337.25,53.6566,194.3281,428.3281,937.9393,28347
