measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1851.1875,368.6322,902.6719,2518.6719,4143.1525,125217
microtubule,2,3,1788.5938,167.5959,1457.6719,2104.6719,4010.6029,121211
microtubule,3,3,2229.5781,561.9919,987.6719,3181.6719,4944.4393,149434
microtubule,1,1,168.2812,58.4068,62.7031,282.7031,577.2163,17445
microtubule,2,1,485.0469,101.2608,223.7031,628.7031,1248.0049,37718
microtubule,3,1,210.9062,70.7507,84.7031,369.7031,667.4798,20173
microtubule,1,2,671.0625,134.5514,358.375,910.375,1640.4921,49580
microtubule,2,2,639.9219,73.0301,479.375,825.375,1574.5482,47587
microtubule,3,2,740.3438,157.4273,419.375,1029.375,1787.2033,54014
cytoplasm,1,3,430.1719,76.3341,303.6719,681.6719,1133.9844,34272
cytoplasm,2,3,514.7812,83.32,332.6719,683.6719,1313.1547,39687
cytoplasm,3,3,344.9531,73.5522,198.6719,550.6719,953.5236,28818
cytoplasm,1,1,957.1406,181.8008,632.7031,1395.7031,2247.7191,67932
cytoplasm,2,1,897.3125,217.2405,514.7031,1356.7031,2121.026,64103
cytoplasm,3,1,1021.1406,267.9329,385.7031,1498.7031,2383.2466,72028
cytoplasm,1,2,286.1719,62.3152,167.375,438.375,825.4408,24947
cytoplasm,2,2,233.1719,37.5923,157.375,326.375,713.2071,21555
cytoplasm,3,2,236.4531,37.7882,152.375,306.375,720.1555,21765
