measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1613.0781,439.7263,728.4531,2328.4531,3635.1558,109864
microtubule,2,3,2517.0312,532.2256,1482.4531,3576.4531,5549.3832,167717
microtubule,3,3,1394.7656,343.2485,703.4531,2140.4531,3172.8534,95892
microtubule,1,1,808.0312,97.6651,577.5156,1001.5156,1932.3594,58401
microtubule,2,1,840.2031,99.9757,611.5156,1046.5156,2000.4872,60460
microtubule,3,1,592.7344,45.548,482.5156,750.5156,1476.4429,44622
microtubule,1,2,723.4531,185.654,223.5156,1078.5156,1749.02,52860
microtubule,2,2,698.9844,176.9868,261.5156,1023.5156,1697.2046,51294
microtubule,3,2,502.5312,94.5072,335.5156,705.5156,1281.1919,38721
cytoplasm,1,3,222.2031,82.8903,85.4531,422.4531,689.814,20848
cytoplasm,2,3,170.7812,32.7303,106.4531,254.4531,580.9222,17557
cytoplasm,3,3,297.3125,48.9791,184.4531,391.4531,848.867,25655
cytoplasm,1,1,275.2969,69.1923,153.5156,395.5156,804.2316,24306
cytoplasm,2,1,346.1719,33.879,286.5156,434.5156,954.3177,28842
cytoplasm,3,1,610.4062,69.1017,477.5156,761.5156,1513.8652,45753
cytoplasm,1,2,67.5,21.3322,32.5156,138.5156,359.962,10879
cytoplasm,2,2,113.7031,26.979,55.5156,173.5156,457.8025,13836
cytoplasm,3,2,171.5938,37.6535,98.5156,257.5156,580.3927,17541
