measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2967.5938,491.2489,1995.8281,3990.8281,6504.8259,196593
microtubule,2,3,2379.6562,554.2418,1031.8281,3096.8281,5259.7989,158965
microtubule,3,3,2281.7344,826.5246,1105.8281,3990.8281,5052.4378,152698
microtubule,1,1,229.2812,34.1709,163.7969,323.7969,718.8982,21727
microtubule,2,1,221.125,37.442,155.7969,323.7969,701.6264,21205
microtubule,3,1,223.2031,58.5135,112.7969,361.7969,706.027,21338
microtubule,1,2,629.0312,77.4166,502.625,823.625,1544.6037,46682
microtubule,2,2,700.25,130.4957,329.625,986.625,1695.4178,51240
microtubule,3,2,447.6875,182.0789,194.625,852.625,1160.587,35076
cytoplasm,1,3,466.1094,95.4043,303.8281,676.8281,1207.6378,36498
cytoplasm,2,3,2002.4375,1584.749,394.8281,3990.8281,4460.9937,134823
cytoplasm,3,3,377.4375,62.9355,250.8281,591.8281,1019.8646,30823
cytoplasm,1,1,292.7969,77.1492,162.7969,426.7969,853.4,25792
cytoplasm,2,1,233.7812,54.4145,134.7969,442.7969,728.4275,22015
cytoplasm,3,1,253.9844,67.7104,137.7969,443.7969,771.21,23308
cytoplasm,1,2,257.375,35.5327,164.625,346.625,757.5778,22896
cytoplasm,2,2,203.8594,35.4655,136.625,299.625,644.2522,19471
cytoplasm,3,2,190.8594,40.8166,110.625,274.625,616.7231,18639
