measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2471.9062,483.1323,1179.0156,3404.0156,5454.7521,164857
microtubule,2,3,1824.8281,262.96,1023.0156,2309.0156,4084.4879,123444
microtubule,3,3,1979.3906,408.571,1184.0156,2917.0156,4411.7922,133336
microtubule,1,1,73,22.4409,41.3438,151.3438,391.0314,11818
microtubule,2,1,57.1719,16.5736,23.3438,97.3438,357.5135,10805
microtubule,3,1,64.375,13.9044,34.3438,95.3438,372.7669,11266
microtubule,1,2,669.5,150.0458,372.6562,988.6562,1634.4702,49398
microtubule,2,2,372.125,89.2083,212.6562,552.6562,1004.7435,30366
microtubule,3,2,633.75,137.2778,402.6562,952.6562,1558.7653,47110
cytoplasm,1,3,162.2812,51.2102,89.0156,324.0156,563.8489,17041
cytoplasm,2,3,230.4531,83.2086,90.0156,490.0156,708.2108,21404
cytoplasm,3,3,157.9219,44.126,82.0156,262.0156,554.6174,16762
cytoplasm,1,1,73.9844,14.7652,42.3438,114.3438,393.1159,11881
cytoplasm,2,1,52.5938,15.8565,25.3438,93.3438,347.8187,10512
cytoplasm,3,1,43.9062,14.7442,6.3438,78.3438,329.4219,9956
cytoplasm,1,2,109.9062,23.9079,56.6562,172.6562,449.4644,13584
cytoplasm,2,2,173.6094,27.5614,108.6562,248.6562,584.3633,17661
cytoplasm,3,2,96.5625,21.6199,50.6562,148.6562,421.2074,12730
