measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2382.0469,438.2958,1514.5156,3347.5156,5261.2879,159010
microtubule,2,3,2130.9219,341.2036,1535.5156,2900.5156,4729.5011,142938
microtubule,3,3,2487.625,315.3009,1842.5156,3272.5156,5484.862,165767
microtubule,1,1,167.0938,40.3316,103.4219,270.4219,594.3558,17963
microtubule,2,1,139.6406,39.6102,69.4219,252.4219,536.2206,16206
microtubule,3,1,161.4375,38.4037,97.4219,260.4219,582.378,17601
microtubule,1,2,747.25,209.5001,430.7344,1205.7344,1796.8319,54305
microtubule,2,2,789.375,226.2635,419.7344,1401.7344,1886.0365,57001
microtubule,3,2,934.9219,114.607,661.7344,1178.7344,2194.2492,66316
cytoplasm,1,3,182.0781,59.9274,65.5156,326.5156,602.5946,18212
cytoplasm,2,3,234.5938,52.8953,146.5156,362.5156,713.8027,21573
cytoplasm,3,3,124.8906,32.714,42.5156,192.5156,481.4934,14552
cytoplasm,1,1,248.5156,77.0965,70.4219,367.4219,766.7762,23174
cytoplasm,2,1,417.4062,66.2713,295.4219,567.4219,1124.422,33983
cytoplasm,3,1,346.9844,55.9966,211.4219,477.4219,975.2954,29476
cytoplasm,1,2,137.3438,32.3922,74.7344,250.7344,505.2835,15271
cytoplasm,2,2,178.6094,32.6105,118.7344,259.7344,592.6683,17912
cytoplasm,3,2,199.0625,33.9463,124.7344,275.7344,635.9802,19221
