measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1170.6719,210.6433,784.4531,1561.4531,2700.4261,81614
microtubule,2,3,1337.0469,440.061,542.4531,2318.4531,3052.7447,92262
microtubule,3,3,1526.625,255.2407,911.4531,2053.4531,3454.1988,104395
microtubule,1,1,2119.9531,215.7178,1638.25,2592.25,4732.2474,143021
microtubule,2,1,1854.1406,355.193,1000.25,2618.25,4169.3581,126009
microtubule,3,1,1867.3906,236.8762,1337.25,2273.25,4197.4165,126857
microtubule,1,2,649.8281,114.5101,419.5,904.5,1593.1435,48149
microtubule,2,2,641.2656,189.0035,244.5,1065.5,1575.0114,47601
microtubule,3,2,619.5625,113.1763,365.5,856.5,1529.0525,46212
cytoplasm,1,3,145.8125,33.3868,74.4531,218.4531,530.1655,16023
cytoplasm,2,3,69.75,33.8909,16.4531,144.4531,369.0942,11155
cytoplasm,3,3,37.2969,13.2092,16.4531,76.4531,300.3709,9078
cytoplasm,1,1,855.7031,84.4673,623.25,987.25,2055.0489,62109
cytoplasm,2,1,466.0312,52.1918,349.25,596.25,1229.8728,37170
cytoplasm,3,1,473.8906,103.5988,265.25,668.25,1246.5159,37673
cytoplasm,1,2,123.4375,27.5173,59.5,184.5,478.4493,14460
cytoplasm,2,2,110.8125,29.6749,53.5,187.5,451.7144,13652
cytoplasm,3,2,84.0938,28.109,23.5,161.5,395.1343,11942
