measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2304.5938,624.7666,1353.8906,3589.8906,5100.7129,154157
microtubule,2,3,1527.4219,277.5078,926.8906,2042.8906,3454.9598,104418
microtubule,3,3,2214.3125,303.5214,1642.8906,2699.8906,4909.5317,148379
microtubule,1,1,92.6562,30.7064,27.7188,181.7188,429.7441,12988
microtubule,2,1,62.2969,14.6924,28.7188,98.7188,365.4545,11045
microtubule,3,1,79.0312,18.6793,42.7188,121.7188,400.8915,12116
microtubule,1,2,463.2969,105.3038,259.7188,684.7188,1204.0312,36389
microtubule,2,2,513.0312,62.0176,375.7188,676.7188,1309.3496,39572
microtubule,3,2,511.0312,71.0336,394.7188,747.7188,1305.1144,39444
cytoplasm,1,3,249.1094,68.7296,169.8906,466.8906,747.9824,22606
cytoplasm,2,3,149.0156,37.1362,71.8906,243.8906,536.022,16200
cytoplasm,3,3,283.0938,59.3687,166.8906,404.8906,819.9483,24781
cytoplasm,1,1,99.5312,30.0047,42.7188,155.7188,444.3027,13428
cytoplasm,2,1,55.75,15.1887,22.7188,102.7188,351.5907,10626
cytoplasm,3,1,74.6406,14.6356,44.7188,113.7188,391.5939,11835
cytoplasm,1,2,155.0469,26.4779,95.7188,227.7188,551.2755,16661
cytoplasm,2,2,106.8125,24.0909,59.7188,173.7188,449.1335,13574
cytoplasm,3,2,179.9219,31.9634,106.7188,259.7188,603.9512,18253
