Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
5.307,29.529,2177,878,1469916,675.203,506.767,481,250,3632,209.983,121.364,8.579,1.075,0.271,1.031,210.165,120.695,8.563,196,112,4,30,21,11
5.714,28.508,2344,869,1715203,731.742,549.621,506,250,3526,184.865,252.729,9.724,1.074,0.215,1.021,184.521,252.271,9.791,173,240,5,25,25,11
