Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
5.373,29.579,2204,947,1213520,550.599,306.149,442,250,1834,162.034,109.790,9.419,1.122,0.350,1.030,162.318,109.482,9.450,147,102,6,33,23,9
7.177,40.059,2944,1268,1554671,528.081,265.626,439,250,1636,177.954,248.880,9.239,1.275,0.462,1.228,177.485,249.185,9.194,159,236,6,40,24,9
