Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
10.663,58.692,4374,1805,2547352,582.385,361.871,466.000,250,2958,166.052,252.384,9.280,1.564,0.578,1.481,166.247,252.243,9.326,145,232,4,46,44,11
8.479,47.446,3478,1443,1941582,558.247,338.534,438.500,250,2421,250.184,147.079,9.144,1.286,0.384,1.237,250.892,147.348,9.117,232,131,5,35,34,10
0.812,7.367,333,188,177426,532.811,301.596,416.000,250,1744,145.982,228.069,7.559,0.534,0.080,0.543,145.885,227.895,7.499,141,224,5,11,12,6
0.968,7.388,397,196,304402,766.756,655.181,487.000,250,3573,211.877,119.411,10.287,0.589,0.102,0.584,211.801,119.388,10.285,207,115,7,10,10,8
