Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
4.005,23.317,1643,677,1276523,776.946,677.128,480.000,250,3718,147.001,184.917,8.369,0.971,0.204,0.925,146.625,184.852,8.344,138,174,4,19,28,10
3.515,18.792,1442,537,1133623,786.146,629.058,499.500,250,3186,250.712,207.150,11.908,0.890,0.106,0.883,250.702,206.995,11.914,243,198,7,17,20,10
