Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
5.058,28.139,2075,823,1596377,769.338,636.781,510,250,3914,158.053,241.131,8.992,1.135,0.349,1.044,158.201,241.441,8.969,143,229,4,33,22,11
4.781,27.090,1961,816,1344193,685.463,473.934,498,250,2742,227.806,128.343,11.475,1.135,0.390,1.056,227.273,128.065,11.511,213,117,7,32,26,10
