Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
4.269,23.836,1751,707,1215848,694.373,511.449,494.000,250,3002,148.993,179.047,8.330,0.959,0.175,0.948,148.964,179.416,8.338,140,165,4,22,27,10
4.486,24.863,1840,721,1384718,752.564,572.715,508.500,250,2760,246.996,182.907,11.066,0.999,0.205,0.978,246.651,182.433,11.134,238,172,6,20,27,11
