Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
2.489,14.761,1021,427,709293,694.704,491.705,501.000,250,2609,235.810,157.157,8.996,0.807,0.139,0.805,235.721,157.144,9.004,230,147,4,12,21,10
5.900,35.554,2420,1041,1591153,657.501,480.617,468.000,250,2815,123.469,187.760,11.255,1.479,0.633,1.493,123.561,186.720,11.287,115,167,6,17,46,11
0.473,4.463,194,120,107474,553.990,306.554,427.500,251,1571,163.407,116.000,15.175,0.438,0.063,0.436,163.406,116.061,15.270,159,113,12,9,7,6
