Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
5.110,28.543,2096,879,1446445,690.098,480.730,501.500,250,2783,127.468,135.679,7.051,1.149,0.382,1.036,127.499,135.718,7.033,116,120,3,23,36,9
5.978,32.784,2452,988,1799579,733.923,560.744,514.000,250,3234,259.751,216.181,8.742,1.272,0.462,1.144,259.919,216.591,8.699,246,194,4,25,38,10
