Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
4.859,24.957,1993,764,1553685,779.571,592.551,546,250,3101,162.705,132.389,8.145,0.999,0.171,0.979,162.561,132.331,8.231,151,122,4,25,21,10
3.479,19.707,1427,552,1054789,739.165,570.258,495,250,3152,240.811,242.265,10.528,0.887,0.113,0.884,240.869,241.922,10.590,232,233,5,20,20,11
