Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
5.185,27.306,2127,818,1524377,716.679,560.225,481,250,3164,228.953,161.451,8.657,1.076,0.267,1.027,229.388,161.215,8.691,217,150,4,21,29,11
5.904,31.327,2422,928,1747353,721.450,562.779,497,250,3306,116.553,187.030,11.054,1.111,0.242,1.089,115.908,187.353,10.964,107,174,5,25,27,12
