Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
0.490,4.635,201,123,110987,552.174,335.058,426.000,250,1763,149.607,79.149,5.866,0.449,0.077,0.444,149.638,79.104,5.844,146,76,3,8,7,7
3.091,16.761,1268,483,953295,751.810,550.804,511.500,250,2741,57.953,162.485,8.797,0.862,0.116,0.865,57.994,162.344,8.693,51,153,4,14,19,10
3.484,17.992,1429,524,1202876,841.761,704.133,537.000,250,3157,186.195,178.149,9.451,0.900,0.101,0.913,186.030,178.131,9.392,179,170,5,17,17,10
0.634,5.423,260,144,166735,641.288,451.312,452.000,250,2325,219.231,55.912,8.619,0.499,0.082,0.497,219.205,55.931,8.656,215,53,6,9,7,7
