Volume (micron^3),Surface (micron^2),Nb of obj. voxels,Nb of surf. voxels,IntDen,Mean,StdDev,Median,Min,Max,X,Y,Z,Mean dist. to surf. (micron),SD dist. to surf. (micron),Median dist. to surf. (micron),XM,YM,ZM,BX,BY,BZ,B-width,B-height,B-depth
3.357,20.579,1377,539,1056666,767.368,680.821,475,250,3825,140.031,177.408,10.515,0.928,0.192,0.936,139.772,177.773,10.561,132,166,5,19,21,11
5.090,26.386,2088,764,1558907,746.603,568.415,518,250,3395,242.026,200.994,10.157,1.018,0.167,0.997,242.310,201.020,10.180,231,188,5,23,24,11
