measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1432.3281,300.8204,670.1719,2099.1719,3252.992,98314
microtubule,2,3,852.4375,172.6226,405.1719,1197.1719,2025.0052,61201
microtubule,3,3,1024.0469,230.1235,580.1719,1422.1719,2388.4083,72184
microtubule,1,1,99.0938,31.0687,45.0312,185.0312,425.7736,12868
microtubule,2,1,69.1094,18.09,41.0312,128.0312,362.2781,10949
microtubule,3,1,88.7188,36.1544,22.0312,182.0312,403.8033,12204
microtubule,1,2,1764.1562,106.6986,1394.7188,1957.7188,3973.5777,120092
microtubule,2,2,1377.0312,95.1583,1153.7188,1567.7188,3153.7948,95316
microtubule,3,2,1446.875,104.5257,1256.7188,1652.7188,3301.6972,99786
cytoplasm,1,3,118.4062,23.3834,78.1719,192.1719,470.6075,14223
cytoplasm,2,3,173.3906,56.5527,79.1719,340.1719,587.0434,17742
cytoplasm,3,3,163.0781,34.556,112.1719,280.1719,565.2055,17082
cytoplasm,1,1,81.8438,21.5862,35.0312,128.0312,389.2446,11764
cytoplasm,2,1,90.125,26.6003,36.0312,157.0312,406.7812,12294
cytoplasm,3,1,64.9531,22.7626,23.0312,140.0312,353.4768,10683
cytoplasm,1,2,1284.6719,114.964,1006.7188,1486.7188,2958.213,89405
cytoplasm,2,2,1309.9375,127.1228,1054.7188,1543.7188,3011.7159,91022
cytoplasm,3,2,1421.4375,150.4566,1109.7188,1835.7188,3247.8303,98158
