measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1024.0312,190.8727,495.6094,1340.6094,2389.5664,72219
microtubule,2,3,527.3125,134.4255,301.6094,851.6094,1337.7059,40429
microtubule,3,3,812.2188,171.3212,508.6094,1078.6094,1941.0284,58663
microtubule,1,1,90.5781,30.2146,27.5781,173.5781,410.8179,12416
microtubule,2,1,17.3438,9.7846,-4.4219,40.5781,255.7355,7729
microtubule,3,1,60.3438,21.7444,19.5781,121.5781,346.793,10481
microtubule,1,2,291.375,22.7058,245.5156,341.5156,838.2789,25335
microtubule,2,2,195.5469,27.5773,137.5156,253.5156,635.3515,19202
microtubule,3,2,245.8906,34.3717,164.5156,313.5156,741.9604,22424
cytoplasm,1,3,149.0156,23.8232,99.6094,206.6094,536.6176,16218
cytoplasm,2,3,142.1875,25.9858,100.6094,209.6094,522.1583,15781
cytoplasm,3,3,134.2656,30.9548,91.6094,234.6094,505.3827,15274
cytoplasm,1,1,57,20.578,9.5781,111.5781,339.7122,10267
cytoplasm,2,1,62.5469,26.4064,18.5781,127.5781,351.4584,10622
cytoplasm,3,1,51.875,21.9094,17.5781,118.5781,328.8594,9939
cytoplasm,1,2,245.0938,19.2674,194.5156,284.5156,740.2729,22373
cytoplasm,2,2,235.1875,24.6197,179.5156,287.5156,719.2952,21739
cytoplasm,3,2,221.6719,25.5872,157.5156,290.5156,690.6743,20874
