measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,725.7969,104.004,475.75,906.75,1759.8397,53187
microtubule,2,3,636.4688,147.5056,344.75,920.75,1570.6769,47470
microtubule,3,3,520.0781,146.6041,228.75,783.75,1324.206,40021
microtubule,1,1,92.8906,35.9607,32.0781,208.0781,410.4208,12404
microtubule,2,1,74.4688,20.5663,35.0781,134.0781,371.4103,11225
microtubule,3,1,83.7188,45.8023,30.0781,234.0781,390.9983,11817
microtubule,1,2,1977.5938,108.7317,1655.7188,2221.7188,4444.6153,134328
microtubule,2,2,1971.75,100.6856,1751.7188,2296.7188,4432.2405,133954
microtubule,3,2,1807.9844,98.2073,1602.7188,1979.7188,4085.4474,123473
cytoplasm,1,3,85.625,22.8066,40.75,148.75,404.2003,12216
cytoplasm,2,3,67.75,16.4982,29.75,107.75,366.3479,11072
cytoplasm,3,3,50.625,11.6066,31.75,83.75,330.0837,9976
cytoplasm,1,1,46.7812,16.5056,18.0781,94.0781,312.7788,9453
cytoplasm,2,1,55.3125,17.4199,21.0781,101.0781,330.8447,9999
cytoplasm,3,1,68.25,25.4462,14.0781,138.0781,358.2414,10827
cytoplasm,1,2,1328.2031,101.0654,1082.7188,1531.7188,3069.4541,92767
cytoplasm,2,2,1625.4844,64.1585,1476.7188,1747.7188,3698.9822,111793
cytoplasm,3,2,1746.3125,96.2508,1518.7188,1986.7188,3954.85,119526
