measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1963.1719,485.8264,1005.3438,2743.3438,4376.7523,132277
microtubule,2,3,2042.3281,189.6313,1671.3438,2372.3438,4544.375,137343
microtubule,3,3,2059.7656,416.4318,992.3438,2714.3438,4581.3009,138459
microtubule,1,1,145.8125,58.6415,58.3438,323.3438,521.9266,15774
microtubule,2,1,110.25,33.7525,44.3438,207.3438,446.6189,13498
microtubule,3,1,149.6094,66.3835,63.3438,369.3438,529.967,16017
microtubule,1,2,316.8125,26.4493,266.5469,378.5469,894.1973,27025
microtubule,2,2,305.9062,24.1039,259.5469,357.5469,871.102,26327
microtubule,3,2,291.5781,39.606,186.5469,388.5469,840.7605,25410
cytoplasm,1,3,625.4844,173.7313,298.3438,1010.3438,1544.0412,46665
cytoplasm,2,3,392.125,67.959,267.3438,578.3438,1049.8753,31730
cytoplasm,3,3,390.0469,65.1505,271.3438,534.3438,1045.4746,31597
cytoplasm,1,1,116.8281,35.1933,53.3438,196.3438,460.5488,13919
cytoplasm,2,1,89.375,23.6663,38.3438,154.3438,402.4136,12162
cytoplasm,3,1,73.6719,19.9786,41.3438,135.3438,369.1604,11157
cytoplasm,1,2,281.0938,22.0446,231.5469,344.5469,818.5586,24739
cytoplasm,2,2,275.5156,23.7881,212.5469,321.5469,806.7462,24382
cytoplasm,3,2,274.3906,23.0783,227.5469,343.5469,804.3639,24310
