measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2646.5312,658.4647,1152.75,3663.75,5822.986,175986
microtubule,2,3,1677.7031,631.2532,511.75,2662.75,3771.3782,113981
microtubule,3,3,1311.4531,323.1157,612.75,1971.75,2995.8007,90541
microtubule,1,1,108.0469,47.9798,43.7344,267.7344,439.0087,13268
microtubule,2,1,91.7344,38.745,29.7344,182.7344,404.465,12224
microtubule,3,1,55.9531,16.8706,20.7344,124.7344,328.694,9934
microtubule,1,2,1544.5312,63.7654,1410.7812,1699.7812,3489.3049,105456
microtubule,2,2,1490.4844,150.8975,1056.7812,1829.7812,3374.8543,101997
microtubule,3,2,1077.9375,80.7064,890.7812,1320.7812,2501.2376,75594
cytoplasm,1,3,169.3438,39.8966,96.75,291.75,577.2494,17446
cytoplasm,2,3,192.2188,22.8529,143.75,249.75,625.6899,18910
cytoplasm,3,3,261.2188,42.4036,185.75,387.75,771.8056,23326
cytoplasm,1,1,114.7656,39.5567,50.7344,221.7344,453.2364,13698
cytoplasm,2,1,94.0312,29.5896,23.7344,156.7344,409.3289,12371
cytoplasm,3,1,84.5625,31.021,40.7344,160.7344,389.2777,11765
cytoplasm,1,2,1536.3906,231.4323,1131.7812,1895.7812,3472.0662,104935
cytoplasm,2,2,1505.0781,67.4837,1370.7812,1680.7812,3405.7583,102931
cytoplasm,3,2,1452.8594,88.1248,1270.7812,1648.7812,3295.1789,99589
