measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2552.1406,719.4157,1270.4375,3892.4375,5833.4087,176301
microtubule,2,3,2548.5625,448.4187,1705.4375,3398.4375,5825.8316,176072
microtubule,3,3,2920.75,710.4632,1708.4375,3892.4375,6613.9825,199892
microtubule,1,1,2206.9219,489.162,1250.0469,3262.0469,4912.6089,148472
microtubule,2,1,145.4531,36.6999,81.0469,222.0469,547.2057,16538
microtubule,3,1,107.6562,39.9792,28.0469,212.0469,467.1664,14119
microtubule,1,2,77.4062,43.7494,-5.3906,208.6094,564.9738,17075
microtubule,2,2,29.625,35.3115,-26.3906,135.6094,463.7914,14017
microtubule,3,2,646.7031,42.7777,535.6094,777.6094,1770.5271,53510
cytoplasm,1,3,515.1094,73.5616,376.4375,721.4375,1519.7548,45931
cytoplasm,2,3,631.2344,99.8108,395.4375,910.4375,1765.6632,53363
cytoplasm,3,3,471.5781,62.0813,345.4375,627.4375,1427.5723,43145
cytoplasm,1,1,679.6875,79.1626,527.0469,838.0469,1678.51,50729
cytoplasm,2,1,71.5625,24.887,20.0469,126.0469,390.7336,11809
cytoplasm,3,1,38.7344,19.302,8.0469,79.0469,321.2162,9708
cytoplasm,1,2,20.2969,29.183,-27.3906,100.6094,444.038,13420
cytoplasm,2,2,37.4375,33.4353,-33.3906,118.6094,480.3353,14517
cytoplasm,3,2,597.1719,91.0977,458.6094,809.6094,1665.6388,50340
