measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1626.4219,401.5222,873.8594,2513.8594,3662.5525,110692
microtubule,2,3,1054.75,179.8092,781.8594,1747.8594,2451.9699,74105
microtubule,3,3,736.2031,141.4293,414.8594,1046.8594,1777.4094,53718
microtubule,1,1,80.9531,23.2983,35.7344,165.7344,383.7521,11598
microtubule,2,1,43.0312,28.4441,-3.2656,144.7344,303.448,9171
microtubule,3,1,35.5,13.801,6.7344,67.7344,287.4997,8689
microtubule,1,2,766,46.8244,626.0469,890.0469,1844.3459,55741
microtubule,2,2,869.3438,47.3795,773.0469,971.0469,2063.1885,62355
microtubule,3,2,769.75,38.9903,691.0469,873.0469,1852.287,55981
cytoplasm,1,3,555.1719,54.6254,436.8594,675.8594,1394.0543,42132
cytoplasm,2,3,674.9375,33.3044,592.8594,753.8594,1647.6722,49797
cytoplasm,3,3,811.375,61.2162,680.8594,941.8594,1936.5947,58529
cytoplasm,1,1,101.8438,42.8027,29.7344,234.7344,427.9904,12935
cytoplasm,2,1,23.4844,13.2593,-0.2656,61.7344,262.0552,7920
cytoplasm,3,1,54.3594,24.0043,6.7344,125.7344,327.4367,9896
cytoplasm,1,2,553.3594,54.6254,435.0469,674.0469,1394.0543,42132
cytoplasm,2,2,673.125,33.3044,591.0469,752.0469,1647.6722,49797
cytoplasm,3,2,809.5625,61.2162,679.0469,940.0469,1936.5947,58529
