measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,3060.6719,599.2831,2087.3438,3985.3438,6713.5436,202901
microtubule,2,3,3869.0469,323.8383,2408.3438,3985.3438,8425.373,254637
microtubule,3,3,2695.2969,568.8274,1403.3438,3611.3438,5939.819,179517
microtubule,1,1,83.8281,29.056,39.8594,151.8594,389.5755,11774
microtubule,2,1,142.5781,52.2556,69.8594,318.8594,513.9856,15534
microtubule,3,1,102.0312,54.717,39.8594,343.8594,428.1228,12939
microtubule,1,2,1459.2344,72.1906,1232.3594,1574.3594,3318.0426,100280
microtubule,2,2,1602.2969,61.2673,1408.3594,1757.3594,3620.9943,109436
microtubule,3,2,1392.3438,61.3122,1272.3594,1538.3594,3176.3938,95999
cytoplasm,1,3,274.5938,38.8595,199.3438,354.3438,813.6947,24592
cytoplasm,2,3,220.5312,37.2264,134.3438,303.3438,699.211,21132
cytoplasm,3,3,650.9062,103.7318,453.3438,839.3438,1610.5808,48676
cytoplasm,1,1,54.7812,26.6204,15.8594,146.8594,328.0653,9915
cytoplasm,2,1,53.7812,32.3023,10.8594,129.8594,325.9477,9851
cytoplasm,3,1,57.5625,36.4664,1.8594,179.8594,333.955,10093
cytoplasm,1,2,1086.3906,55.3098,972.3594,1286.3594,2528.502,76418
cytoplasm,2,2,1158.1875,64.8137,1048.3594,1307.3594,2680.5403,81013
cytoplasm,3,2,1308,67.6059,1158.3594,1477.3594,2997.7859,90601
