measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2302.5156,589.9595,1296.7031,3402.7031,5092.474,153908
microtubule,2,3,2094.8438,354.4684,1421.7031,2780.7031,4652.7043,140617
microtubule,3,3,2569.9062,622.1519,1208.7031,3389.7031,5658.7052,171021
microtubule,1,1,188.0312,100.129,36.2812,601.2812,613.5798,18544
microtubule,2,1,142.75,40.0254,53.2812,244.2812,517.6914,15646
microtubule,3,1,131.0156,30.0878,68.2812,197.2812,492.8425,14895
microtubule,1,2,117.7656,16.2563,75.7188,152.7188,478.6809,14467
microtubule,2,2,122.2188,16.7323,84.7188,156.7188,488.1109,14752
microtubule,3,2,123.0469,18.9167,92.7188,171.7188,489.8646,14805
cytoplasm,1,3,484.1875,57.6159,365.7031,664.7031,1241.9498,37535
cytoplasm,2,3,567.3281,90.6739,413.7031,823.7031,1418.0099,42856
cytoplasm,3,3,433.9375,57.4588,280.7031,535.7031,1135.5395,34319
cytoplasm,1,1,81.375,23.9727,35.2812,141.2812,387.7226,11718
cytoplasm,2,1,118.2656,34.6472,67.2812,199.2812,465.8429,14079
cytoplasm,3,1,124.3125,39.6456,53.2812,239.2812,478.6478,14466
cytoplasm,1,2,86.5781,13.0114,57.7188,121.7188,412.6377,12471
cytoplasm,2,2,119.9844,14.3729,87.7188,155.7188,483.3794,14609
cytoplasm,3,2,95.8594,14.2816,64.7188,131.7188,432.2918,13065
