measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2117.4688,446.3702,949.6875,2798.6875,4711.2366,142386
microtubule,2,3,1917.9219,276.5782,1362.6875,2514.6875,4288.6726,129615
microtubule,3,3,2633.0625,600.671,1228.6875,3586.6875,5803.0672,175384
microtubule,1,1,168.25,39.4079,73.9375,259.9375,572.4186,17300
microtubule,2,1,177.3438,44.8177,117.9375,302.9375,591.6757,17882
microtubule,3,1,157.0938,61.3895,60.9375,295.9375,548.7939,16586
microtubule,1,2,210.1875,26.3599,154.3594,280.3594,666.6857,20149
microtubule,2,2,225.0312,25.6991,155.3594,276.3594,698.1191,21099
microtubule,3,2,235.0625,28.7947,166.3594,309.3594,719.3614,21741
cytoplasm,1,3,439.5469,84.4342,306.6875,695.6875,1158.0392,34999
cytoplasm,2,3,624.9062,157.4353,425.6875,1305.6875,1550.5595,46862
cytoplasm,3,3,220.0625,34.9346,145.6875,315.6875,693.2552,20952
cytoplasm,1,1,122.0938,34.4371,63.9375,227.9375,474.6773,14346
cytoplasm,2,1,158.4062,34.1862,57.9375,230.9375,551.5733,16670
cytoplasm,3,1,129.0469,43.3074,65.9375,244.9375,489.4014,14791
cytoplasm,1,2,173.6406,18.1357,122.3594,211.3594,589.2934,17810
cytoplasm,2,2,178.5781,18.9523,130.3594,222.3594,599.7491,18126
cytoplasm,3,2,180.25,18.1774,143.3594,217.3594,603.2895,18233
