measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,2374.3125,352.2942,1641.5938,3056.5938,5259.5673,158958
microtubule,2,3,1991.3594,217.8569,1295.5938,2408.5938,4448.6189,134449
microtubule,3,3,3364.0625,713.5658,1426.5938,3985.5938,7355.4796,222302
microtubule,1,1,114.8125,30.3569,68.5312,228.5312,455.8834,13778
microtubule,2,1,72.25,25.3768,29.5312,135.5312,365.7523,11054
microtubule,3,1,240.9688,227.5998,97.5312,1246.5312,723.0342,21852
microtubule,1,2,381.9375,29.1562,317.3438,453.3438,1026.1844,31014
microtubule,2,2,345.2656,27.6591,280.3438,409.3438,948.5274,28667
microtubule,3,2,364.1562,25.332,293.3438,427.3438,988.5305,29876
cytoplasm,1,3,394.3125,47.6903,292.5938,532.5938,1066.6838,32238
cytoplasm,2,3,542.7656,99.1508,349.5938,774.5938,1381.0508,41739
cytoplasm,3,3,753,95.8916,490.5938,967.5938,1826.2469,55194
cytoplasm,1,1,92.7031,29.634,49.5312,171.5312,409.0642,12363
cytoplasm,2,1,77.7031,28.5098,36.5312,154.5312,377.3,11403
cytoplasm,3,1,116.5938,31.8697,55.5312,202.5312,459.6554,13892
cytoplasm,1,2,311.7969,29.091,247.3438,378.3438,877.6534,26525
cytoplasm,2,2,292.0312,32.2598,225.3438,351.3438,835.7973,25260
cytoplasm,3,2,337.9844,28.9791,263.3438,413.3438,933.1085,28201
