measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1803.3594,501.9527,800.4688,2740.4688,4057.1243,122617
microtubule,2,3,2910.7344,394.3867,1853.4688,3771.4688,6402.1214,193489
microtubule,3,3,2513.3125,954.3234,880.4688,3982.4688,5560.5338,168054
microtubule,1,1,99.1094,23.4659,56.125,161.125,421.3729,12735
microtubule,2,1,145.1406,37.4253,67.125,237.125,518.8495,15681
microtubule,3,1,106.3906,28.6956,48.125,172.125,436.7918,13201
microtubule,1,2,917.3438,71.8891,771.3594,1067.3594,2172.6429,65663
microtubule,2,2,1159.7188,104.7052,901.3594,1354.3594,2685.9005,81175
microtubule,3,2,570.1719,82.9486,386.3594,730.3594,1437.4655,43444
cytoplasm,1,3,318.8281,54.6949,226.4688,439.4688,913.4543,27607
cytoplasm,2,3,404.6719,148.0274,194.4688,765.4688,1095.2386,33101
cytoplasm,3,3,525.1719,53.6197,401.4688,632.4688,1350.4116,40813
cytoplasm,1,1,144.875,40.2232,84.125,256.125,518.287,15664
cytoplasm,2,1,97.1094,37.2373,35.125,224.125,417.1376,12607
cytoplasm,3,1,76.1406,22.7327,34.125,141.125,372.7338,11265
cytoplasm,1,2,495.4844,45.3072,376.3594,582.3594,1279.3059,38664
cytoplasm,2,2,320.1406,36.8332,247.3594,399.3594,907.9949,27442
cytoplasm,3,2,3504.5625,396.4315,2529.3594,3986.3594,7651.3837,231245
