measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,859.5781,146.5551,490.3125,1109.3125,2048.299,61905
microtubule,2,3,1209.9375,167.4188,679.3125,1481.3125,2790.2263,84328
microtubule,3,3,784.2656,116.4139,542.3125,1109.3125,1888.8159,57085
microtubule,1,1,116.3281,31.5705,64.0781,219.0781,460.0525,13904
microtubule,2,1,111.3594,28.8441,52.0781,173.0781,449.5306,13586
microtubule,3,1,87.1719,27.6576,37.0781,141.0781,398.3107,12038
microtubule,1,2,528.5625,34.1762,455.5781,614.5781,1342.5367,40575
microtubule,2,2,565.75,37.8231,492.5781,666.5781,1421.2856,42955
microtubule,3,2,508.1875,41.8549,433.5781,626.5781,1299.3902,39271
cytoplasm,1,3,270.6094,82.1734,165.3125,567.3125,801.0882,24211
cytoplasm,2,3,171.2031,27.8238,103.3125,229.3125,590.5838,17849
cytoplasm,3,3,208.0156,38.6752,123.3125,302.3125,668.5386,20205
cytoplasm,1,1,91.6562,27.4132,43.0781,151.0781,407.8069,12325
cytoplasm,2,1,89.625,24.4864,40.0781,143.0781,403.5055,12195
cytoplasm,3,1,90.375,23.8671,46.0781,145.0781,405.0937,12243
cytoplasm,1,2,557.5,38.6356,456.5781,648.5781,1403.8152,42427
cytoplasm,2,2,518.7656,37.4877,419.5781,599.5781,1321.7906,39948
cytoplasm,3,2,456.5469,45.279,364.5781,566.5781,1190.0351,35966
