measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1440.5469,276.0758,878.5312,1962.5312,3275.988,99009
microtubule,2,3,1497.7344,318.5116,936.5312,2083.5312,3397.0893,102669
microtubule,3,3,2155.7188,786.6563,938.5312,3708.5312,4790.4488,144780
microtubule,1,1,78.5156,27.3822,32.1719,135.1719,379.7815,11478
microtubule,2,1,131.4219,34.9335,71.1719,209.1719,491.8168,14864
microtubule,3,1,136.5781,60.2167,48.1719,278.1719,502.7357,15194
microtubule,1,2,331.6406,46.3283,231.0938,414.0938,926.5571,28003
microtubule,2,2,370.9688,37.7231,297.0938,459.0938,1009.839,30520
microtubule,3,2,412.6719,35.3292,336.0938,480.0938,1098.1503,33189
cytoplasm,1,3,304.7656,53.3603,224.5312,467.5312,870.8373,26319
cytoplasm,2,3,343.875,44.5579,251.5312,458.5312,953.656,28822
cytoplasm,3,3,433.4219,72.2983,288.5312,612.5312,1143.2821,34553
cytoplasm,1,1,89.5625,28.4993,44.1719,184.1719,403.1746,12185
cytoplasm,2,1,60.7344,26.2061,22.1719,161.1719,342.1276,10340
cytoplasm,3,1,84.8594,31.6979,40.1719,161.1719,393.2152,11884
cytoplasm,1,2,349.6875,28.4832,290.0938,423.0938,964.7735,29158
cytoplasm,2,2,272.5781,38.8391,184.0938,359.0938,801.4853,24223
cytoplasm,3,2,318.2344,35.9174,222.0938,395.0938,898.1678,27145
