measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,541.5625,128.1212,306.6562,845.6562,1458.8402,44090
microtubule,2,3,573.0938,137.1999,256.6562,858.6562,1525.6114,46108
microtubule,3,3,762.6406,247.666,364.6562,1272.6562,1926.9992,58239
microtubule,1,1,34.6406,13.2747,8.7031,61.7031,292.0989,8828
microtubule,2,1,50.9375,25.147,1.7031,114.7031,326.6095,9871
microtubule,3,1,40.8125,14.7671,7.7031,76.7031,305.1686,9223
microtubule,1,2,32.9844,8.4822,9.625,54.625,305.698,9239
microtubule,2,2,32.6875,10.0789,16.625,53.625,305.0693,9220
microtubule,3,2,33.6719,11.0086,9.625,56.625,307.1539,9283
cytoplasm,1,3,12.1875,12.3236,-10.3438,42.6562,337.8262,10210
cytoplasm,2,3,73.7656,29.238,20.6562,156.6562,468.2252,14151
cytoplasm,3,3,74.0938,17.7629,35.6562,146.6562,468.92,14172
cytoplasm,1,1,29.9688,11.5624,5.7031,53.7031,282.2057,8529
cytoplasm,2,1,41.3906,10.3462,20.7031,61.7031,306.3928,9260
cytoplasm,3,1,40.7969,15.1067,6.7031,81.7031,305.1355,9222
cytoplasm,1,2,21.5312,9.1802,2.625,49.625,281.4447,8506
cytoplasm,2,2,39.7656,9.6129,18.625,65.625,320.0581,9673
cytoplasm,3,2,34.9062,8.9131,12.625,54.625,309.7678,9362
