measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,762.3906,231.1667,296.1094,1081.1094,2001.7445,60498
microtubule,2,3,1230.8906,154.8819,543.1094,1423.1094,2993.8485,90482
microtubule,3,3,1019.9844,271.5599,594.1094,1513.1094,2547.2296,76984
microtubule,1,1,143.5625,225.2881,7.7188,1061.7188,539.6617,16310
microtubule,2,1,64.6094,30.1252,18.7188,132.7188,372.4691,11257
microtubule,3,1,79.4844,35.781,31.7188,153.7188,403.9687,12209
microtubule,1,2,547.1406,40.2561,455.1562,661.1562,1418.7709,42879
microtubule,2,2,601.2031,40.2951,504.1562,684.1562,1533.2546,46339
microtubule,3,2,608.0469,52.3026,514.1562,740.1562,1547.7471,46777
cytoplasm,1,3,95.9219,30.1135,25.1094,172.1094,590.4183,17844
cytoplasm,2,3,73.1719,22.628,35.1094,129.1094,542.2425,16388
cytoplasm,3,3,83.4844,23.4666,29.1094,141.1094,564.0805,17048
cytoplasm,1,1,104.1406,46.2968,24.7188,193.7188,456.1812,13787
cytoplasm,2,1,63.5781,20.2703,18.7188,112.7188,370.2853,11191
cytoplasm,3,1,58.4688,22.4973,16.7188,130.7188,359.4656,10864
cytoplasm,1,2,680.2188,37.9803,608.1562,771.1562,1700.5795,51396
cytoplasm,2,2,679.4688,32.3527,600.1562,751.1562,1698.9913,51348
cytoplasm,3,2,500.5469,52.0222,393.1562,638.1562,1320.1032,39897
