measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1291.25,279.4212,606.2188,1716.2188,2949.9079,89154
microtubule,2,3,1485.125,232.2533,775.2188,1896.2188,3360.4611,101562
microtubule,3,3,1264.6562,227.7114,715.2188,1638.2188,2893.5925,87452
microtubule,1,1,59.3438,24.5328,14.2188,143.2188,339.0836,10248
microtubule,2,1,93.5781,28.3489,47.2188,199.2188,411.5789,12439
microtubule,3,1,76.4062,22.488,27.2188,140.2188,375.2154,11340
microtubule,1,2,308.3281,33.9716,224.4844,379.4844,870.0101,26294
microtubule,2,2,289.4531,24.9068,226.4844,339.4844,830.04,25086
microtubule,3,2,307.6562,30.9801,233.4844,371.4844,868.5873,26251
cytoplasm,1,3,192.0469,54.5404,109.2188,345.2188,622.2157,18805
cytoplasm,2,3,261.6875,57.6844,135.2188,373.2188,769.6879,23262
cytoplasm,3,3,201.0938,31.464,140.2188,274.2188,641.3735,19384
cytoplasm,1,1,56.2031,25.4786,20.2188,133.2188,332.4329,10047
cytoplasm,2,1,87.0156,25.5593,43.2188,162.2188,397.682,12019
cytoplasm,3,1,38.4062,15.5409,9.2188,89.2188,294.7459,8908
cytoplasm,1,2,262.8906,34.053,213.4844,366.4844,773.7908,23386
cytoplasm,2,2,249.9375,21.3511,205.4844,309.4844,746.3611,22557
cytoplasm,3,2,196.6875,25.5568,142.4844,263.4844,633.5979,19149
