measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1761.5312,409.7218,835.4219,2327.4219,3951.7066,119431
microtubule,2,3,1451.5156,171.9254,1178.4219,1795.4219,3295.212,99590
microtubule,3,3,1322.7812,140.1668,1005.4219,1627.4219,3022.6018,91351
microtubule,1,1,120.0312,43.94,46.4531,261.4531,467.1002,14117
microtubule,2,1,99.7031,23.6455,55.4531,149.4531,424.053,12816
microtubule,3,1,143.6719,48.3228,72.4531,291.4531,517.162,15630
microtubule,1,2,432.6094,33.2487,334.2344,509.2344,1137.9549,34392
microtubule,2,2,390.6094,28.8887,326.2344,453.2344,1049.015,31704
microtubule,3,2,384.0156,28.2727,328.2344,446.2344,1035.0519,31282
cytoplasm,1,3,374.8906,56.7045,265.4219,536.4219,1015.3316,30686
cytoplasm,2,3,260.5156,68.5942,163.4219,406.4219,773.1291,23366
cytoplasm,3,3,283.625,54.0802,165.4219,401.4219,822.0659,24845
cytoplasm,1,1,77.125,36.0313,20.4531,176.4531,376.2411,11371
cytoplasm,2,1,62.375,25.1581,17.4531,122.4531,345.0063,10427
cytoplasm,3,1,73.6875,32.2258,24.4531,142.4531,368.9618,11151
cytoplasm,1,2,331.7812,30.9546,258.2344,416.2344,924.4395,27939
cytoplasm,2,2,312.1406,34.8633,229.2344,397.2344,882.8481,26682
cytoplasm,3,2,362.1875,29.0404,296.2344,431.2344,988.8283,29885
