measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1067.3281,181.3877,572.7031,1390.7031,2476.8189,74856
microtubule,2,3,602.0469,197.0319,209.7031,952.7031,1491.5309,45078
microtubule,3,3,600.5156,194.5883,166.7031,858.7031,1488.2883,44980
microtubule,1,1,80.125,29.5988,33.7188,162.7188,379.9139,11482
microtubule,2,1,118.6094,72.172,42.7188,518.7188,461.4091,13945
microtubule,3,1,57.3281,20.6464,10.7188,100.7188,331.6388,10023
microtubule,1,2,3110.6562,460.1685,2045.375,3782.375,6817.2076,206034
microtubule,2,2,3986.375,0,3986.375,3986.375,8671.6454,262080
microtubule,3,2,3787.6406,237.5989,2839.375,3986.375,8250.8019,249361
cytoplasm,1,3,47.7656,15.767,15.7031,83.7031,317.775,9604
cytoplasm,2,3,68.25,15.3787,31.7031,110.7031,361.1531,10915
cytoplasm,3,3,126.875,24.3268,70.7031,201.7031,485.2985,14667
cytoplasm,1,1,42.375,15.5188,17.7188,78.7188,299.9738,9066
cytoplasm,2,1,86.2812,23.0113,37.7188,135.7188,392.9505,11876
cytoplasm,3,1,70.2969,24.0362,32.7188,128.7188,359.1017,10853
cytoplasm,1,2,3498.0312,152.9555,3129.375,3875.375,7637.5199,230826
cytoplasm,2,2,3986.375,0,3986.375,3986.375,8671.6454,262080
cytoplasm,3,2,3986.375,0,3986.375,3986.375,8671.6454,262080
