measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1540.0469,334.2216,823.4531,2106.4531,3482.6212,105254
microtubule,2,3,1211.4844,329.6529,633.4531,1769.4531,2786.8513,84226
microtubule,3,3,1175.25,266.0437,633.4531,1656.4531,2710.1208,81907
microtubule,1,1,107.5312,31.4032,53.5312,209.5312,438.3469,13248
microtubule,2,1,65.5625,19.38,25.5312,126.5312,349.4731,10562
microtubule,3,1,65.875,29.9705,18.5312,129.5312,350.1349,10582
microtubule,1,2,84.6719,16.5822,56.0469,146.0469,395.2004,11944
microtubule,2,2,60.1875,15.2699,23.0469,101.0469,343.3519,10377
microtubule,3,2,64.1875,12.2291,37.0469,103.0469,351.8224,10633
cytoplasm,1,3,368.3281,59.2695,244.4531,483.4531,1001.3686,30264
cytoplasm,2,3,221.9219,55.3806,154.4531,390.4531,691.3361,20894
cytoplasm,3,3,276.5312,59.0508,158.4531,417.4531,806.9779,24389
cytoplasm,1,1,89.375,34.5999,24.5312,185.5312,399.8989,12086
cytoplasm,2,1,89.9219,29.6041,30.5312,158.5312,401.057,12121
cytoplasm,3,1,63.9375,24.1344,13.5312,121.5312,346.032,10458
cytoplasm,1,2,60.0312,11.3396,37.0469,86.0469,343.021,10367
cytoplasm,2,2,53.0781,11.3445,33.0469,91.0469,328.297,9922
cytoplasm,3,2,56.4062,9.3476,35.0469,81.0469,335.3446,10135
