measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1205.125,297.7971,431.1406,1762.1406,2788.8697,84287
microtubule,2,3,1231.875,229.7883,531.1406,1575.1406,2845.516,85999
microtubule,3,3,793.6875,191.9981,341.1406,1148.1406,1917.6023,57955
microtubule,1,1,101,27.3675,53.8125,179.8125,430.2735,13004
microtubule,2,1,136.3906,47.2665,67.8125,263.8125,505.2173,15269
microtubule,3,1,75.7188,18.8837,42.8125,127.8125,376.7375,11386
microtubule,1,2,54.5625,12.5862,23.5312,78.5312,349.4731,10562
microtubule,2,2,57.4531,13.2165,25.5312,95.5312,355.5944,10747
microtubule,3,2,49.7656,10.9352,27.5312,81.5312,339.3152,10255
cytoplasm,1,3,202.375,33.8281,134.1406,291.1406,665.4283,20111
cytoplasm,2,3,144.9844,30.0883,80.1406,212.1406,543.8969,16438
cytoplasm,3,3,236.5938,49.7824,151.1406,348.1406,737.8906,22301
cytoplasm,1,1,116.4375,36.2664,49.8125,192.8125,462.9642,13992
cytoplasm,2,1,70.9844,29.2154,12.8125,137.8125,366.7119,11083
cytoplasm,3,1,94.2656,34.663,32.8125,197.8125,416.0127,12573
cytoplasm,1,2,48.1094,12.2925,20.5312,76.5312,335.8079,10149
cytoplasm,2,2,42.2656,10.8938,20.5312,67.5312,323.433,9775
cytoplasm,3,2,46.4219,10.7203,22.5312,69.5312,332.2344,10041
