measurement,line,channel,Mean,StdDev,Min,Max,IntDen,RawIntDen
microtubule,1,3,1020.0156,291.6261,545.5312,1538.5312,2398.1692,72479
microtubule,2,3,852.8438,159.8162,483.5312,1093.5312,2044.163,61780
microtubule,3,3,871.4219,212.3021,426.5312,1220.5312,2083.5044,62969
microtubule,1,1,100.7656,36.5713,35.2344,188.2344,428.8838,12962
microtubule,2,1,78.7344,22.239,40.2344,149.2344,382.23,11552
microtubule,3,1,99,25.9595,53.2344,182.2344,425.1449,12849
microtubule,1,2,372.7031,34.7553,295.6406,443.6406,1022.9418,30916
microtubule,2,2,379.4219,26.9122,318.6406,443.6406,1037.1695,31346
microtubule,3,2,391.2031,30.6997,298.6406,455.6406,1062.1177,32100
cytoplasm,1,3,269.2969,63.8054,145.5312,362.5312,808.4337,24433
cytoplasm,2,3,244.4375,36.7953,168.5312,329.5312,755.7911,22842
cytoplasm,3,3,174.5312,31.6072,115.5312,272.5312,607.7563,18368
cytoplasm,1,1,79.3438,19.9914,44.2344,143.2344,383.5205,11591
cytoplasm,2,1,69.875,20.1615,24.2344,119.2344,363.4693,10985
cytoplasm,3,1,86.7344,29.5442,37.2344,176.2344,399.171,12064
cytoplasm,1,2,331.875,27.1333,271.6406,393.6406,936.4834,28303
cytoplasm,2,2,357.3594,33.8064,283.6406,436.6406,990.4496,29934
cytoplasm,3,2,320.5938,28.3226,263.6406,396.6406,912.5941,27581
